Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Age at race,Current age,Year of the race,Temp,TimeSec
1494,2:08:33,Levi Omari MATEBO,1989-11-03,KEN,7,Berlin (GER),2014-09-28,24,31,2014,13.7,7713.0
1495,2:08:33,Arne GABIUS,1981-03-22,GER,4,Frankfurt (GER),2015-10-25,34,39,2015,10.2,7713.0
1496,2:08:33,Marius KIMUTAI,1992-12-10,BRN,1,Ljubljana (SLO),2017-10-29,24,28,2017,9.5,7713.0
1497,2:08:33,El Mahjoub DAZZA,1991-03-03,MAR,5,Daegu (KOR),2018-04-01,27,29,2018,16.8,7713.0
1498,2:08:34,Derek CLAYTON,1942-11-17,AUS,1,Antwerpen (BEL),1969-05-30,26,78,1969,,7714.0
1499,2:08:34,Wan-ki KIM,1968-07-08,KOR,2,Kyongju (KOR),1994-03-20,25,52,1994,6.3,7714.0
1500,2:08:34,Vanderlei Cordeiro DA LIMA,1969-08-11,BRA,3,Rotterdam (NED),2000-04-16,30,51,2000,8.8,7714.0
1501,2:08:34,Harun TOROITICH,1978-01-01,KEN,6,Paris (FRA),2003-04-06,25,42,2003,7.9,7714.0
1502,2:08:34,Wilson Kipkemboi KIGEN,1980-08-10,KEN,3,Frankfurt (GER),2005-10-30,25,40,2005,11.3,7714.0
1503,2:08:34,Yared ASMEROM,1980-02-04,ERI,2,Otsu (JPN),2008-03-02,28,40,2008,,7714.0
1504,2:08:34,David KEMBOI,1974-11-23,KEN,5,Paris (FRA),2008-04-06,33,46,2008,5.0,7714.0
1505,2:08:34,Vincent KIPRUTO,1987-09-13,KEN,1,Otsu (JPN),2013-03-03,25,33,2013,,7714.0
1506,2:08:34,Solomon KIPTOO,1989-01-01,KEN,2,Wien (AUT),2013-04-14,24,31,2013,13.2,7714.0
1507,2:08:34,Thomas KIPLAGAT,1987-03-01,KEN,9,Dubai (UAE),2016-01-22,28,33,2016,20.6,7714.0
1508,2:08:34,Bedan KAROKI,1990-08-21,KEN,5,London (GBR),2018-04-22,27,30,2018,18.1,7714.0
