Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Age at race,Current age,Year of the race,TimeSec
5656,2:11:25,Jan HURUK,1960-01-27,POL,3,Tokyo (JPN),1995-02-12,35,60,1995,7885.0
5657,2:11:25,Gary STAINES,1963-07-03,GBR,5,"Chicago, IL (USA)",1996-10-20,33,57,1996,7885.0
5658,2:11:25,Jonathan NDAMBUKI,1976-08-03,KEN,2,"Los Angeles, CA (USA)",1998-03-29,21,44,1998,7885.0
5659,2:11:25,Carlos TARAZONA,1965-08-14,VEN,2,"Cleveland, OH (USA)",2000-04-30,34,55,2000,7885.0
5660,2:11:25,Tsutomu SASSA,1974-07-26,JPN,6,Beppu (JPN),2003-02-02,28,46,2003,7885.0
5661,2:11:25,Pavel LOSKUTOV,1969-12-02,EST,12,Paris (FRA),2006-04-09,36,51,2006,7885.0
5662,2:11:25,Charles Waweru KAMATHI,1978-05-18,KEN,4,Milano (ITA),2007-12-02,29,42,2007,7885.0
5663,2:11:25,Kensuke TAKAHASHI,1978-05-30,JPN,3,Tokyo (JPN),2009-03-22,30,42,2009,7885.0
5664,2:11:25,Luke KIBET,1983-04-12,KEN,1,Singapore (SGP),2009-12-06,26,37,2009,7885.0
5666,2:11:25,Salim KIPSANG,1979-12-22,KEN,8,Tokyo (JPN),2011-02-27,31,40,2011,7885.0
5667,2:11:25,Shume Hailu LEGESE,1987-10-27,ETH,4,Taiyuan (CHN),2011-09-04,23,33,2011,7885.0
5668,2:11:25,Sahle WARGA,1984-01-30,ETH,14,Paris (FRA),2012-04-15,28,36,2012,7885.0
5669,2:11:25,Philemon Gitia BAARU,1981-05-20,KEN,6,Košice (SVK),2013-10-06,32,39,2013,7885.0
5670,2:11:25,Kipkemoi KIPSANG,1990-10-10,KEN,5,Köln (GER),2013-10-13,23,30,2013,7885.0
5671,2:11:25,Sisay JISA,1982-12-29,ETH,1,Guangzhou (CHN),2013-11-24,30,37,2013,7885.0
5672,2:11:25,Kazuki TOMARU,1987-07-31,JPN,10,Berlin (GER),2014-09-28,27,33,2014,7885.0
5673,2:11:25,John Kipkorir KOMEN,1977-08-28,KEN,2,Hangzhou (CHN),2016-11-06,39,43,2016,7885.0
5674,2:11:25,Chiharu TAKADA,1981-07-09,JPN,7,Gold Coast (AUS),2017-07-02,35,39,2017,7885.0
5675,2:11:25,Mike KIPTUM,1992-09-14,KEN,9,Daegu (KOR),2018-04-01,25,28,2018,7885.0
5676,2:11:25,Tafese DELELEGN,1989-09-11,ETH,2,Changsha (CHN),2018-10-21,29,31,2018,7885.0
5678,2:11:25,Yuta TAKAHASHI,1993-04-04,JPN,12,Otsu (JPN),2019-03-10,25,27,2019,7885.0
5679,2:11:25,Vitalis KWEMOI,1990-01-01,UGA,7,Daegu (KOR),2019-04-07,29,30,2019,7885.0
5680,2:11:25,Tsegaye GETACHEW,1996-11-30,ETH,1,Dalian (CHN),2019-05-12,22,24,2019,7885.0
5681,2:11:25,Oleksandr SITKOVSKIY,1978-06-09,UKR,5,Beijing (CHN),2019-11-03,41,42,2019,7885.0
5682,2:11:25,Nguse AMLOSOM,1986-11-10,ERI,27,Valencia (ESP),2019-12-01,33,34,2019,7885.0
5683,2:11:25,Eulalio MUNOZ,1995-07-16,ARG,28,Valencia (ESP),2019-12-01,24,25,2019,7885.0
5684,2:11:26,Jan HURUK,1960-01-27,POL,6,"Chicago, IL (USA)",1990-10-28,30,60,1990,7886.0
5685,2:11:26,Turbo TUMO,1970-02-23,ETH,1,Eindhoven (NED),1996-10-13,26,50,1996,7886.0
5686,2:11:26,Abdelkader EL MOUAZIZ,1969-01-01,MAR,2,Venezia (ITA),1996-10-27,27,51,1996,7886.0
5687,2:11:26,Hiromi TANIGUCHI,1960-04-05,JPN,4,Tokyo (JPN),1997-02-09,36,60,1997,7886.0
5688,2:11:26,Stephane FRANKE,1964-02-12,GER,10,London (GBR),1997-04-13,33,56,1997,7886.0
5689,2:11:26,Diego GARCÍA,1961-10-12,ESP,15,Berlin (GER),1997-09-28,35,59,1997,7886.0
5690,2:11:26,Khristo STEFANOV,1970-12-21,BUL,1,Sofia (BUL),1997-10-19,26,49,1997,7886.0
5691,2:11:26,Jonathan KANDIE,1967-12-20,KEN,5,Beppu (JPN),1999-02-07,31,52,1999,7886.0
5693,2:11:26,Kenneth CHERUIYOT,1974-02-08,KEN,1,Monaco (MON),1999-11-21,25,46,1999,7886.0
5694,2:11:26,Satoshi IRIFUNE,1975-12-14,JPN,11,Otsu (JPN),2002-03-03,26,45,2002,7886.0
5695,2:11:26,Vanderlei Cordeiro DA LIMA,1969-08-11,BRA,7,Milano (ITA),2002-12-01,33,51,2002,7886.0
5696,2:11:26,Ibrahim MITEI,1978-01-01,KEN,1,Trieste (ITA),2003-05-04,25,42,2003,7886.0
5697,2:11:26,Isaac Wanjohi MACHARIA,1978-11-25,KEN,9,Berlin (GER),2004-09-26,25,42,2004,7886.0
5698,2:11:26,Gidem AMAHA,1977-09-16,ETH,3,Dubai (UAE),2005-01-06,27,43,2005,7886.0
5699,2:11:26,Nasar Sakar SAEED,1978-01-26,BRN,1,Bruxelles (BEL),2006-08-27,28,42,2006,7886.0
5700,2:11:26,David KEMBOI,1974-11-23,KEN,3,Beppu (JPN),2007-02-04,32,46,2007,7886.0
5701,2:11:26,Julius Kipkorir KIPLIMO,1985-06-06,KEN,1,Kraków (POL),2009-04-26,23,35,2009,7886.0
5702,2:11:26,David Toniok CHERONO,1984-01-01,KEN,4,Marrakesh (MAR),2010-01-31,26,36,2010,7886.0
5703,2:11:26,Alemayehu Ameta BELACHEW,1977-01-01,ETH,5,La Rochelle (FRA),2010-11-28,33,43,2010,7886.0
5704,2:11:26,Peter Kiplagat CHEBET,1976-06-24,KEN,5,Taiyuan (CHN),2011-09-04,35,44,2011,7886.0
5705,2:11:26,Atsushi IKAWA,1983-12-13,JPN,10,Tokyo (JPN),2012-02-26,28,37,2012,7886.0
5706,2:11:26,Robert MWANGI,1987-01-01,KEN,3,Brighton (GBR),2013-04-14,26,33,2013,7886.0
5707,2:11:26,Afewerk MESFIN,1992-10-12,ETH,6,Beijing (CHN),2013-10-20,21,28,2013,7886.0
5708,2:11:26,Evans KIPLAGAT,1988-03-05,KEN,6,Seoul (KOR),2013-11-03,25,32,2013,7886.0
5709,2:11:26,Benson OLOISUNGA,1986-01-01,KEN,3,Warszawa (POL),2014-09-28,28,34,2014,7886.0
5710,2:11:26,Chele DECHASA,1984-06-13,ETH,2,Chuncheon (KOR),2014-10-26,30,36,2014,7886.0
5711,2:11:26,Fikre ASSEFA,1989-01-18,ETH,3,Algiers (ALG),2014-11-01,25,31,2014,7886.0
5712,2:11:26,Fyodor SHUTOV,1986-02-10,RUS,1,Volgograd (RUS),2016-05-01,30,34,2016,7886.0
5713,2:11:26,Douglas CHEBII,1993-11-01,KEN,2,Warszawa (POL),2016-09-25,22,27,2016,7886.0
5714,2:11:26,Dickson CHUMBA,1986-10-27,KEN,2,"Chicago, IL (USA)",2016-10-09,29,34,2016,7886.0
5715,2:11:26,Kennedy Kibet RONO,1989-01-01,KEN,5,Marrakesh (MAR),2017-01-29,28,31,2017,7886.0
5716,2:11:26,Girmay Birhanu GEBRU,1987-01-27,ETH,2,Beijing (CHN),2017-09-17,30,33,2017,7886.0
5717,2:11:26,Tatsunori HAMASAKI,1989-07-04,JPN,2,Hofu (JPN),2017-12-17,28,31,2017,7886.0
5718,2:11:26,Edwin KIRWA,1979-05-25,KEN,3,Wuhan (CHN),2019-04-14,39,41,2019,7886.0
5719,2:11:26,Laban Kipngetich KORIR,1985-06-30,KEN,12,Hamburg (GER),2019-04-28,33,35,2019,7886.0
5720,2:11:26,Habtamu AREGA,1994-01-01,ETH,3,Nice (FRA),2019-11-03,25,26,2019,7886.0
5722,2:11:27,Bill RODGERS,1947-12-23,USA,3,Fukuoka (JPN),1975-12-07,27,72,1975,7887.0
5723,2:11:27,Yutaka TAKETOMI,1954-02-16,JPN,9,Fukuoka (JPN),1980-12-07,26,66,1980,7887.0
5724,2:11:27,John BURRA,1962-08-08,TAN,6,Tokyo (JPN),1986-02-09,23,58,1986,7887.0
5725,2:11:27,Ryoichi ENAIDANI,1958-01-02,JPN,4,Oita (JPN),1991-02-03,33,62,1991,7887.0
5726,2:11:27,Masayuki NISHI,1964-01-25,JPN,7,Tokyo (JPN),1991-02-10,27,56,1991,7887.0
5727,2:11:27,Kenjiro JITSUI,1968-12-16,JPN,2,Otsu (JPN),1995-03-19,26,51,1995,7887.0
5728,2:11:27,Grzegorz GAJDUS,1967-01-16,POL,2,Eindhoven (NED),1996-10-13,29,53,1996,7887.0
5729,2:11:27,Japheth KOSGEI,1968-12-20,KEN,1,Venezia (ITA),1998-10-25,29,51,1998,7887.0
5730,2:11:27,Ezekiel KIBIWOTT SANGA,1963-01-01,KEN,4,Carpi (ITA),1999-10-10,36,57,1999,7887.0
5731,2:11:27,Stephen NDUNGU,1967-06-01,KEN,1,"Houston, TX (USA)",2000-01-16,32,53,2000,7887.0
5732,2:11:27,William KIPLAGAT,1972-06-21,KEN,10,Amsterdam (NED),2002-10-20,30,48,2002,7887.0
5733,2:11:27,Ismail SGHYR,1972-03-16,FRA,10,Amsterdam (NED),2003-10-19,31,48,2003,7887.0
5734,2:11:27,Thomas CHEMITEI,1978-05-22,KEN,2,Hamburg (GER),2004-04-18,25,42,2004,7887.0
5735,2:11:27,Samuel Muturi MUGO,1986-05-02,KEN,2,Köln (GER),2007-10-07,21,34,2007,7887.0
5736,2:11:27,Thomson CHEROGONY,1978-11-12,KEN,1,Madrid (ESP),2010-04-25,31,42,2010,7887.0
5737,2:11:27,Maiyo Johnstone KIBET,1988-10-06,KEN,3,Hamburg (GER),2011-05-22,22,32,2011,7887.0
5740,2:11:27,Robert Kipkorir KIPCHUMBA,1984-02-24,KEN,2,Dublin (IRL),2012-10-29,28,36,2012,7887.0
5741,2:11:27,Botoru TSEGAYE,1985-10-25,ETH,1,Taiyuan (CHN),2013-09-28,27,35,2013,7887.0
5742,2:11:27,Yuki KAWAUCHI,1987-03-05,JPN,3,Gold Coast (AUS),2014-07-06,27,33,2014,7887.0
5743,2:11:27,Paul Kipkorir KIPKEMBOI,1982-05-31,KEN,10,Seoul (KOR),2016-03-20,33,38,2016,7887.0
5744,2:11:27,Hillary KIPCHUMBA,1985-01-01,KEN,2,Dongguan (CHN),2016-03-27,31,35,2016,7887.0
5745,2:11:27,Lusapho APRIL,1982-05-24,RSA,1,Hannover (GER),2016-04-10,33,38,2016,7887.0
5746,2:11:27,Duncan Kipkurui MAIYO,1990-08-05,KEN,3,Cape Town (RSA),2017-09-17,27,30,2017,7887.0
5747,2:11:27,Blażej BRZEZIŃSKI,1987-07-30,POL,1,Warszawa (POL),2017-09-24,30,33,2017,7887.0
5748,2:11:27,Soloman DEKSISA,1994-03-11,ETH,3,Toronto (CAN),2017-10-22,23,26,2017,7887.0
5749,2:11:27,Jacob Kibet Chulyo KENDAGOR,1984-08-24,KEN,2,Istanbul (TUR),2017-11-12,33,36,2017,7887.0
5750,2:11:27,Benson SEUREI,1984-03-27,BRN,7,Barcelona (ESP),2018-03-11,33,36,2018,7887.0
5751,2:11:27,Adugna TAKELE,1989-02-26,ETH,2,Chuncheon (KOR),2018-10-28,29,31,2018,7887.0
5752,2:11:27,Yohanes GHEBREGERGIS,1989-01-01,ERI,14,Valencia (ESP),2018-12-02,29,31,2018,7887.0
5753,2:11:27,Duncan Kipkurui MAIYO,1990-08-05,KEN,8,Daegu (KOR),2019-04-07,28,30,2019,7887.0
5754,2:11:27,Tadesse DABI,1988-11-21,ETH,2,Pyongyang (PRK),2019-04-07,30,32,2019,7887.0
5755,2:11:27,Kohei OGINO,1989-12-08,JPN,14,Otsu (JPN),2020-03-08,30,31,2020,7887.0
5756,2:11:27,Taku FUJIMOTO,1989-09-11,JPN,12,Fukuoka (JPN),2020-12-06,31,31,2020,7887.0
5757,2:11:28,Massimo MAGNANI,1951-10-04,ITA,2,Ferrara (ITA),1982-05-02,30,69,1982,7888.0
5758,2:11:28,Joseph NZAU,1950-04-14,KEN,7,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-12,34,70,1984,7888.0
5759,2:11:28,Michael HEILMANN,1961-10-26,GDR,1,Roma (ITA),1985-09-15,23,59,1985,7888.0
5760,2:11:28,Salvatore BETTIOL,1961-11-28,ITA,3,Seoul (KOR),1987-04-12,25,59,1987,7888.0
5761,2:11:28,Diamantino Silveira DOS SANTOS,1961-02-03,BRA,1,Carpi (ITA),1991-10-27,30,59,1991,7888.0
5762,2:11:28,Osmiro DE SOUSA SILVA,1961-10-09,BRA,4,Oita (JPN),1992-02-02,30,59,1992,7888.0
5763,2:11:28,Leszek BEBŁO,1966-07-08,POL,9,London (GBR),1992-04-12,25,54,1992,7888.0
5764,2:11:28,Hajime NAKATOMI,1968-08-24,JPN,1,Oita (JPN),1994-02-06,25,52,1994,7888.0
5765,2:11:28,Toshiaki KURABAYASHI,1966-04-29,JPN,5,Fukuoka (JPN),1994-12-04,28,54,1994,7888.0
5766,2:11:28,Lucketz SWARTBOOI,1966-02-07,NAM,2,Paris (FRA),1997-04-06,31,54,1997,7888.0
5767,2:11:28,Tomoaki KUNICHIKA,1973-04-22,JPN,6,Tokyo (JPN),1998-02-08,24,47,1998,7888.0
5768,2:11:28,Samson KANDIE,1971-04-20,KEN,2,Beppu (JPN),2000-02-06,28,49,2000,7888.0
5769,2:11:28,Roberto BARBI,1965-03-25,ITA,7,Torino (ITA),2000-03-26,35,55,2000,7888.0
5770,2:11:28,Michael FIETZ,1967-11-13,GER,12,Rotterdam (NED),2000-04-16,32,53,2000,7888.0
5771,2:11:28,Romulo Wagner DA SILVA,1977-05-26,BRA,3,Rotterdam (NED),2004-04-04,26,43,2004,7888.0
5772,2:11:28,Luke KIBET,1983-04-12,KEN,2,Frankfurt (GER),2004-10-31,21,37,2004,7888.0
5773,2:11:28,Johnstone Kipkorir CHEPKWONY,1984-05-05,KEN,4,Dubai (UAE),2005-01-06,20,36,2005,7888.0
5774,2:11:28,Paul Kiprop KIRUI,1980-02-05,KEN,2,Milano (ITA),2005-12-04,25,40,2005,7888.0
5775,2:11:28,Yi-yong KIM,1973-09-20,KOR,5,Tokyo (JPN),2006-02-12,32,47,2006,7888.0
5776,2:11:28,Joseph NGURANE,1973-01-01,KEN,2,Trieste (ITA),2007-05-06,34,47,2007,7888.0
5777,2:11:28,John Kemboi KIBOWEN,1969-04-21,KEN,8,Amsterdam (NED),2008-10-19,39,51,2008,7888.0
5778,2:11:28,Yared DAGNAW SHAREW,1980-01-01,ERI,10,Rotterdam (NED),2010-04-11,30,40,2010,7888.0
5779,2:11:28,Wegayehu Girma TEFERA,1988-09-28,ETH,5,Ottawa (CAN),2010-05-30,21,32,2010,7888.0
5780,2:11:28,Eric GILLIS,1980-03-08,CAN,4,Toronto (CAN),2011-10-16,31,40,2011,7888.0
5781,2:11:28,Tesfaye GIRMA,1982-09-25,ETH,4,Zürich (SUI),2012-04-22,29,38,2012,7888.0
5782,2:11:28,Satoru SASAKI,1985-10-16,JPN,16,Tokyo (JPN),2013-02-24,27,35,2013,7888.0
5783,2:11:28,Girma ASSEFA,1986-06-20,ETH,6,Chongqing (CHN),2013-03-23,26,34,2013,7888.0
5784,2:11:28,Stepan KISELYOV,1986-11-03,RUS,5,Zürich (SUI),2014-04-06,27,34,2014,7888.0
5785,2:11:28,Tola BANE,1988-03-21,ETH,1,Mainz (GER),2015-05-10,27,32,2015,7888.0
5786,2:11:28,Alfers LAGAT,1986-08-07,KEN,6,Ottawa (CAN),2015-05-24,28,34,2015,7888.0
5788,2:11:28,Stephen KIPLIMO,1987-12-15,KEN,1,Castellón (ESP),2018-02-18,30,32,2018,7888.0
5789,2:11:28,Dickson TUWEI,1992-10-31,KEN,5,Hong Kong (HKG),2019-02-17,26,28,2019,7888.0
5790,2:11:28,Mekuant Ayenew GEBRE,1991-01-01,ETH,2,Dalian (CHN),2019-05-12,28,29,2019,7888.0
5791,2:11:28,Shogo NAKAMURA,1992-09-16,JPN,1,Tokyo (JPN),2019-09-15,26,28,2019,7888.0
5792,2:11:28,Thijs NIJHUIS,1992-09-20,DEN,40,Valencia (ESP),2020-12-06,28,28,2020,7888.0
5793,2:11:29,Takeshi SOH,1953-01-09,JPN,5,Fukuoka (JPN),1981-12-06,28,67,1981,7889.0
5794,2:11:29,Stig Roar HUSBY,1954-09-12,NOR,10,"Olympic Stadium, Helsinki (FIN)",1983-08-14,28,66,1983,7889.0
5795,2:11:29,Gelindo BORDIN,1959-04-02,ITA,12,Hiroshima (JPN),1985-04-14,26,61,1985,7889.0
5796,2:11:29,Takahiro IZUMI,1964-09-30,JPN,1,Beijing (CHN),1992-10-11,28,56,1992,7889.0
5797,2:11:29,Luca BARZAGHI,1968-06-01,ITA,4,Tokyo (JPN),1995-02-12,26,52,1995,7889.0
5798,2:11:29,Daniele CAIMMI,1972-12-17,ITA,12,Rotterdam (NED),1999-04-18,26,47,1999,7889.0
5799,2:11:29,Nam-kyun CHUNG,1978-10-23,KOR,1,Seoul (KOR),2000-03-19,21,42,2000,7889.0
5800,2:11:29,Luis NOVO,1970-05-29,POR,13,Rotterdam (NED),2000-04-16,29,50,2000,7889.0
5801,2:11:29,Julius SUGUT,1978-01-01,KEN,7,Hamburg (GER),2002-04-21,24,42,2002,7889.0
5802,2:11:29,Mebrahtom KEFLEZIGHI,1975-05-05,USA,2,"Olympic Stadium, Athina (GRE)",2004-08-29,29,45,2004,7889.0
5803,2:11:29,Samson RAMADHANI,1982-12-25,TAN,1,Melbourne (AUS),2006-03-19,23,37,2006,7889.0
5804,2:11:29,Philip MANYIM,1978-03-24,KEN,1,Valencia (ESP),2008-02-17,29,42,2008,7889.0
5805,2:11:29,Sammy Kiptoo KURGAT,1975-01-01,KEN,4,Daegu (KOR),2010-04-11,35,45,2010,7889.0
5806,2:11:29,Dmitriy SAFRONOV,1981-10-08,RUS,5,Fukuoka (JPN),2011-12-04,30,39,2011,7889.0
5807,2:11:29,Julius Kipkorir KIPLIMO,1985-06-06,KEN,2,Hong Kong (HKG),2012-02-05,26,35,2012,7889.0
5808,2:11:29,Jason MBOTE,1977-01-05,KEN,14,Seoul (KOR),2012-03-18,35,43,2012,7889.0
5809,2:11:29,Tola BANE,1988-03-21,ETH,1,Łódź (POL),2012-04-15,24,32,2012,7889.0
5810,2:11:29,Sammy Kipchoge KORIR,1971-12-12,KEN,1,Jeonju (KOR),2012-04-28,40,49,2012,7889.0
5812,2:11:29,Yoshinori ODA,1980-12-05,JPN,9,"Chicago, IL (USA)",2013-10-13,32,40,2013,7889.0
5813,2:11:29,Mekubo MOGUSU,1986-12-25,KEN,10,Fukuoka (JPN),2014-12-07,27,33,2014,7889.0
5814,2:11:29,Feysa BEKELE,1983-08-04,ETH,13,Amsterdam (NED),2015-10-18,32,37,2015,7889.0
5815,2:11:29,Carles CASTILLEJO,1978-08-18,ESP,2,Sevilla (ESP),2016-02-21,37,42,2016,7889.0
5816,2:11:29,Tariku BEKELE,1987-02-28,ETH,2,Xiamen (CHN),2018-01-07,30,33,2018,7889.0
5817,2:11:29,Abraham GIRMA,1986-09-21,ETH,2,København (DEN),2018-05-13,31,34,2018,7889.0
5818,2:11:29,Naoki OKAMOTO,1984-05-26,JPN,1,Sapporo (JPN),2018-08-26,34,36,2018,7889.0
5819,2:11:29,Yuki KAWAUCHI,1987-03-05,JPN,1,Hofu (JPN),2018-12-16,31,33,2018,7889.0
5820,2:11:29,Zersenay TADESE,1982-01-01,ERI,6f,"Corniche, Doha (QAT)",2019-10-05,37,38,2019,7889.0
5821,2:11:29,Martin HEHIR,1992-12-19,USA,6,"Atlanta, GA (USA)",2020-02-29,27,27,2020,7889.0
5822,2:11:30,Shigeru SOH,1953-01-09,JPN,1,Oita (JPN),1981-02-01,28,67,1981,7890.0
5823,2:11:30,Art BOILEAU,1957-10-09,CAN,11,"Olympic Stadium, Helsinki (FIN)",1983-08-14,25,63,1983,7890.0
5824,2:11:30,Abebe MEKONNEN,1964-01-09,ETH,2,Moskva (URS),1984-08-18,20,56,1984,7890.0
5825,2:11:30,Herbert STEFFNY,1953-09-05,FRG,3,"Neckarstadion, Stuttgart (GER)",1986-08-30,32,67,1986,7890.0
5826,2:11:30,Carlos RETIZ,1961-08-13,MEX,4,"Los Angeles, CA (USA)",1988-03-06,26,59,1988,7890.0
5827,2:11:30,John WOODS,1955-12-08,IRL,1,Wexford (IRL),1988-04-24,32,65,1988,7890.0
5828,2:11:30,Ravil KASHAPOV,1956-11-15,URS,1,Huy (BEL),1988-04-30,31,64,1988,7890.0
5829,2:11:30,Herbert STEFFNY,1953-09-05,FRG,1,München (GER),1989-04-23,35,67,1989,7890.0
5830,2:11:30,Belayneh TADESSE,1966-04-24,ETH,2,Venezia (ITA),1994-10-09,28,54,1994,7890.0
5831,2:11:30,Rolando VERA,1965-04-27,ECU,1,Chuncheon (KOR),1995-10-28,30,55,1995,7890.0
5832,2:11:30,Joseph Kahugu NJOROGE,1971-06-07,KEN,1,"Cleveland, OH (USA)",1998-05-03,26,49,1998,7890.0
5833,2:11:30,Elijah KORIR,1978-04-15,KEN,4,Madrid (ESP),2001-10-28,23,42,2001,7890.0
5834,2:11:30,Josphat KIPRONO,1973-12-12,KEN,10,"Chicago, IL (USA)",2003-10-12,29,47,2003,7890.0
5835,2:11:30,Joseph Peter KADON,1970-01-01,KEN,3,Sevilla (ESP),2004-02-29,34,50,2004,7890.0
5836,2:11:30,Joseph Peter KADON,1970-01-01,KEN,10,London (GBR),2004-04-18,34,50,2004,7890.0
5837,2:11:30,Raymond Kipkoech CHEMWELO,1978-07-19,KEN,4,Milano (ITA),2004-11-28,26,42,2004,7890.0
5838,2:11:30,Festus Kioko KIKUMU,1982-09-02,KEN,2,Beograd (SRB),2006-04-22,23,38,2006,7890.0
5839,2:11:30,Joseph NGOLEPUS,1975-04-10,KEN,1,Madrid (ESP),2006-04-30,31,45,2006,7890.0
5840,2:11:30,Wilfred Kibet KIGEN,1975-02-23,KEN,2,Düsseldorf (GER),2009-05-03,34,45,2009,7890.0
5841,2:11:30,Jason MBOTE,1977-01-05,KEN,12,Frankfurt (GER),2009-10-25,32,43,2009,7890.0
5842,2:11:30,Peter Njuguna KARIUKI,1985-12-31,KEN,2,Nagano (JPN),2010-04-18,24,34,2010,7890.0
5843,2:11:30,James Kariuki MBUGUA,1987-04-14,KEN,4,Ljubljana (SLO),2010-10-24,23,33,2010,7890.0
5844,2:11:30,Nicholas ARCINIAGA,1983-06-30,USA,2,"Houston, TX (USA)",2011-01-30,27,37,2011,7890.0
5845,2:11:30,Bellor Miningwo YATOR,1984-01-01,QAT,4,Hamburg (GER),2011-05-22,27,36,2011,7890.0
5846,2:11:30,Abdelhadi EL HACHIMI,1974-12-15,MAR,12,Amsterdam (NED),2011-10-16,36,45,2011,7890.0
5847,2:11:30,Jonathan Kimutai CHERUIYOT,1985-10-03,KEN,9,See Genezareth (ISR),2012-01-12,26,35,2012,7890.0
5848,2:11:30,Birhanu GEDEFA,1984-03-16,ETH,5,Roma (ITA),2012-03-18,28,36,2012,7890.0
5849,2:11:30,John KIPROTICH,1989-03-30,KEN,3,Toronto (CAN),2012-10-14,23,31,2012,7890.0
5850,2:11:30,Phillip KIPLIMO,1991-03-24,UGA,6,Köln (GER),2013-10-13,22,29,2013,7890.0
5851,2:11:30,Henry Kipsigei CHIRCHIR,1985-05-14,KEN,1,Hannover (GER),2014-04-27,28,35,2014,7890.0
5852,2:11:30,Francis Kipkoech BOWEN,1973-10-12,KEN,2,Hannover (GER),2014-04-27,40,47,2014,7890.0
5853,2:11:30,Pius Dominic ONDORO,1988-03-03,KEN,1,Melbourne (AUS),2014-10-12,26,32,2014,7890.0
5854,2:11:30,Charles CHERUIYOT TOROTICH,1988-08-04,KEN,4,Košice (SVK),2015-10-04,27,32,2015,7890.0
5855,2:11:30,Jared WARD,1988-09-09,USA,6,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-21,27,32,2016,7890.0
5856,2:11:30,Feyera GEMEDA,1983-01-01,ETH,2,Beijing (CHN),2016-09-17,33,37,2016,7890.0
5857,2:11:30,Raymond BETT,1984-01-31,KEN,3,Hangzhou (CHN),2016-11-06,32,36,2016,7890.0
5858,2:11:30,Elija KEMBOI,1984-09-10,KEN,2,Linz (AUT),2018-04-15,33,36,2018,7890.0
5859,2:11:30,Sylvester Kimeli TEIMET,1984-06-04,KEN,5,Hangzhou (CHN),2018-11-04,34,36,2018,7890.0
5860,2:11:30,Abayneh AYELE,1987-11-04,ETH,6,"Houston, TX (USA)",2019-01-20,31,33,2019,7890.0
5862,2:11:30,Jackson KIPROP,1986-10-20,UGA,6,Taiyuan (CHN),2019-09-08,32,34,2019,7890.0
5863,2:11:30,Tariku BEKELE,1987-02-28,ETH,6,Seoul (KOR),2019-11-03,32,33,2019,7890.0
5864,2:11:30,Cosmas KYEVA,1985-06-25,KEN,4,Lagos (NGR),2020-02-08,34,35,2020,7890.0
5865,2:11:30,Frank FUTSELAAR,1991-07-16,NED,41,Valencia (ESP),2020-12-06,29,29,2020,7890.0
5866,2:11:31,Henrik JØRGENSEN,1961-10-10,DEN,5,Tokyo (JPN),1984-02-12,22,59,1984,7891.0
5867,2:11:31,Paul CUMMINGS,1953-09-05,USA,1,"Houston, TX (USA)",1986-01-19,32,67,1986,7891.0
5868,2:11:31,Kozo AKUTSU,1960-11-11,JPN,6,Fukuoka (JPN),1994-12-04,34,60,1994,7891.0
5869,2:11:31,Diego GARCÍA,1961-10-12,ESP,4,Fukuoka (JPN),1996-12-01,35,59,1996,7891.0
5870,2:11:31,Dmitriy KAPITANOV,1968-05-15,RUS,1,Bordeaux (FRA),1997-04-27,28,52,1997,7891.0
5871,2:11:31,John KIPRONO,1968-01-01,KEN,2,Hamburg (GER),1998-04-19,30,52,1998,7891.0
5872,2:11:31,Kenji TAKAO,1975-03-23,JPN,6,Beppu (JPN),1999-02-07,23,45,1999,7891.0
5873,2:11:31,José Manuel MARTÍNEZ,1971-10-22,ESP,16,"Stade de France, Paris-St-Denis (FRA)",2003-08-30,31,49,2003,7891.0
5874,2:11:31,Kurao UMEKI,1975-09-30,JPN,11,Rotterdam (NED),2006-04-09,30,45,2006,7891.0
5875,2:11:31,Rachid KISRI,1975-03-01,MAR,4,Beijing (CHN),2008-10-19,33,45,2008,7891.0
5876,2:11:31,James Kipsang KWAMBAI,1983-02-28,KEN,5,"New York, NY (USA)",2010-11-07,27,37,2010,7891.0
5877,2:11:31,Tariku JUFAR,1984-07-18,ETH,2,Istanbul (TUR),2011-10-16,27,36,2011,7891.0
5878,2:11:31,Sammy MALAKWEN,1978-05-25,KEN,2,Beirut (LBN),2011-11-27,33,42,2011,7891.0
5879,2:11:31,Japhet KIPKORIR,1981-04-07,KEN,2,Barcelona (ESP),2012-03-25,30,39,2012,7891.0
5880,2:11:31,Ronald Kipchumba RUTTO,1987-10-08,KEN,2,Linz (AUT),2012-04-22,24,33,2012,7891.0
5881,2:11:31,Masakazu FUJIWARA,1981-03-06,JPN,10,Berlin (GER),2012-09-30,31,39,2012,7891.0
5882,2:11:31,Abdissa SORI,1980-01-01,ETH,3,Dublin (IRL),2012-10-29,32,40,2012,7891.0
5883,2:11:31,Koji KOBAYASHI,1989-01-16,JPN,8,Berlin (GER),2013-09-29,24,31,2013,7891.0
5884,2:11:31,James Kipsang KWAMBAI,1983-02-28,KEN,9,Seoul (KOR),2014-11-09,31,37,2014,7891.0
5885,2:11:31,Elkanah KIBET,1983-06-02,USA,7,"Chicago, IL (USA)",2015-10-11,32,37,2015,7891.0
